id,stedsnavn,kommune,vassdrag,regine,vurdering_raw,barrier_category,barrier_color,barrier_label,problem_beskrivelse,diameter_cm,lengde_m,kommentar,kommentar_utfyllende,lon_ned,lat_ned,lon_opp,lat_opp
88,Løddesølveien (Hildebrandsbekken renner ned i Nordtjenna),Arendal,Nidelva Furre - Rygene kraftverk bekkefelt,019.B1,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,16.0,Fisk vil ikke kunne komme opp til kulvert. Men er ikke mye til bekk nedstrøms uansett. ,0,8.650365984375926,58.44438223955545,8.65020660598639,58.44447314680652
89,Gjerstad ,Vegårshei,"Ekksjø, bekkeløp",018.3Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,9.0,Skal mye vann til før denne kan brukes av fisk ,0,8.991252668099255,58.749208098327635,8.991150285831434,58.749127424028515
90,Ålefjær,Vennesla,Venneslafjorden bekkefelt,021.A4Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,12.0,"Ikke barriere hvis det er fisk her, men mye av kulveeten er full av sediment nedstrøms. Er veldig tør og ",drensrør,7.980658643816128,58.26071109308313,7.980309484475203,58.26065345302335
91,Hove ,Arendal,,019.11,Ikke angitt,Ikke angitt,#999999,Ikke vurdert / mangler data,,,,"Sliter med å finne ingang, bør graves ut, veldig mye vegetasjon",0,8.84441133843995,58.44832093104889,,
92,Kårstøl,Lindesnes,Grundelandsvatnet bekkefelt,023.A1D,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,12.0,Mye vann renner utenom kulverten,0,7.457064685291702,58.13780157457479,7.299855675109832,58.078260068707976
93,Høvåg ,Lillesand,"Fjelldalselva, bekkefelt",020.222Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,"Grei kulvert, fin liten bekk. ",0,8.293322089482723,58.23493204278676,8.293716015002465,58.2350073346817
94,Kvinesdal ,Kvinesdal,Fedafjorden bekkefelt frå nord,025.33,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,"Ikke hinder, men veldig begrenset bekk. Gjengrodd og mye sediment, og avrenning ",0,6.894750543749429,58.28240808307062,6.895467927935185,58.28257795847565
95,Vegårshei ,Vegårshei,"Ufsvatn, bekkefelt",019.C3,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Tør bekk, helt grei nedstøms. ",0,8.694038598394071,58.71707961501112,8.693969367950002,58.717172090687896
96,Vegårshei ,Vegårshei,Vegår bekkefelt,018.F,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,14.0,"Er noe høyde mot kuvert, og noe kvist oppstrøms. Ser flere døde aurer nedstrøms. Noe gjengrodd bekkeløp ",0,8.878505020159436,58.81821472541958,8.878785993499385,58.81837572083479
97,Bykle ,Valle,Otra - Bykil til Flåren bekkfelt,021.F53Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,"Sannsynlig kun sesongmessig bekk. Denne vil kunne være hinder, men det vil sannsynligvis aldri være fisk i denne bekken. ",0,7.499239817902442,59.26147815095626,7.499496006656679,59.26145202162806
98,Kallåsen,Lindesnes,Sjølingstadbekken bekkefelt,022.4B,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,10.0,"Hinder, men ikke barriere",0,7.432235165508993,58.07976151110165,7.546840584114546,58.10017244725184
99,Hoveveien (bekk som renner ut i sandumkilen),Arendal,,019.11,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,15.0,"Kulvert tett oppstrøms, mye vegetasjon i bekkeløp begge sider. ",0,8.845738969761783,58.44553813670223,8.845954783233921,58.44597442697571
100,Mandal ,Kristiansand,Mandalselva - Laudal til Øyslebø bekkefelt,022.B1Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,15.0,"Veldig lav vannføring. Ikke nødvendigvis vandringshinder, hvis det kommer fisk hit ",0,7.600472404997521,58.27798806468944,7.600182446997563,58.278128903312634
101,Risør ,Risør,Bekk fra Dukane,018.21,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,10.0,Ser grei ut nedstrøms. Trolig greit bekkeløp. Usikker på hvor denne ender ,0,9.083546033016532,58.76162074200833,9.084083430097012,58.761733966317856
102,Søm ,Kristiansand,Sukkevatnet bekkefelt,020.424Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,Sannsynligvis grei for vandring. Men er veldig tør nå. Mulig noe underdimensjoner kulvert. Sikkert ok for brunaure. ,0,8.099683447204768,58.151533721831264,8.09962366434199,58.15222310695851
103,Løddesølveien (Hildebrandsbekken renner ned i Nordtjenna),Arendal,Nidelva Furre - Rygene kraftverk bekkefelt,019.B1,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,20.0,Usikker på om fisk noen gang vil kunne bruke denne bekken. Kulvert blokkert av kvist nedstrøms. Bekk gjengrodd ,0,8.651429720799408,58.444452864725235,8.651468581184893,58.444557766490306
104,Froland ,Froland,"Assævannet, bekkefelt",019.A1Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Sannsynligvis fin, men veldig gjengrodd nedstrøms. ",0,8.6695860712385,58.48238434028867,8.669266470720077,58.48245819768666
105,Høvåg ,Lillesand,,020.41,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,6.0,"2 plast stikkrenner etter hverandre, mulig disse kan gjennomvandres. Veldig gjengrodd og begrenset bekk",0,8.25867693515671,58.18004449195707,8.258665793127461,58.180047157814485
106,Rugslandsveien (sidebekk Tovdalsåna),Birkenes,Topdalselva,020.A5,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,80.0,"Liten betongkulvert, underdimensjoner. Ser ut som denne er full av jord og slam. Ikke noe vann i bekk nedstrøms. Ikke bra, avhengig av hvor mye vann der kan gå her ",0,8.172743366498185,58.28264798702952,8.172469281957937,58.2832622759154
107,Høvåg ,Lillesand,,020.421,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,15.0,"Fin kulvert, bra substrat i bekk. Når det er så tørt som nå så vil noe saltvann flytte gjennom kulvert. Men ok. ",0,8.221848307621224,58.12894699138915,8.221855395063102,58.12909774760286
108,Mandal 7 ,Lindesnes,Mandalselva - Øyslebø til Mandal,022.A6,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,"Litt høyde mot kulvert, men er kulvert i stein og fin Inngang til kulvert. Ikke vandringshinder nedstrøms.",lang avstan mellom bekk og kulvert,7.500393687527455,58.05326693806374,7.500296399878164,58.053294916303145
109,Holtekryss,Lindesnes,Elv fra Skadbergvatnet,022.4A,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,7.0,0,0,7.422052422518116,58.06068679401727,7.422108104086109,58.060536849129164
110,Kjøbmannsvigveien (bekk til Lusekilen),Lillesand,,020.32,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,8.0,"Leder ikke til noe serlig bekk, mest myr ",0,8.282087273782341,58.1907992682735,8.282302372732806,58.19054007768289
111,Høvågveien (Øreslandsbekken),Lillesand,Isefjærfjorden bekkefelt,020.41,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,10.0,"Bekk ok nedstrøms, men ser svært begrenset ut oppstrøms. Bekk burde utbedres med tanke på jordbruk og kulverter under jorder. ",0,8.240366832531087,58.178718543348154,8.240601978286472,58.178801150202204
112,Kvinesdal ,Kvinesdal,,025.A0,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Veldig tør og gjenngrodd bekk, kulvert fin ",0,6.916533533603561,58.28976252963812,6.915879639869486,58.290006324465914
113,Søgne vgs ,Kristiansand,Søgneelva - Brennåsen til utløp,022.1A12,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,7.0,"Ikke barriere, fin å vandre gjennom. Gode forhold nedstrømstrøms.  ",Mulig kulvert for langt fra bekken. Mangler kulvert?,7.853249629498952,58.0887835065751,7.853378156185992,58.08882124075952
114,Mandal ,Kristiansand,Mandalselva - Laudal til Øyslebø bekkefelt,022.B1Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,20.0,"Veldig lav vannføring, og stillestående vann, med mye slam. Ikke bra fiskehabitat nedstrøms. Lav gjennomføring av vann ",0,7.577992525292242,58.272399930335155,7.577678617864449,58.27253228644186
115,Risørveien (sidebekk Sørfjorden),Risør,,018.23,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,15.0,Grei bekk nedstrøms. Høyt fra vannflate opp mot kulvert. Vandringshinder etter kulvert oppstrøms.,0,9.192009696193416,58.714824629273295,9.192104353267897,58.714615103578154
116,Høvåg ,Lillesand,"Bliksfjorden - Røynevardsfjorden, bekkefelt",020.32,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,80.0,"Noe hinder for ål muligens, og kunne vært dannet noe kulp nedstrøms. Men anadrom fisk bør kunne gjennomvandring med høy vannføring. ",0,8.24292613599078,58.137588171816084,8.24235679079974,58.1372019515259
117,Arendal ,Arendal,Nidelva Furre - Rygene kraftverk bekkefelt,019.B1,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,22.0,"Så noe som vaket, enten frosk eller fisk. Er 2 kulverter, der kun den ene er i bruk. Kulvert mulig hinder siden den er lang og kan være tett. Landbrukspreget bekk ",0,8.62247464600512,58.448179262555165,8.622279625475459,58.44835993517926
118,Brunvatneveien (sidebekk Trybekken),Kristiansand,Trysfjorden bekkefelt,022.22Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,10.0,"Ligger en stor stein foran utløp, som også samler kvist. Denne er hinder ",0,7.635438482115542,58.11371238128589,7.635289344548706,58.1137334040423
120,Kvinesdal ,Kvinesdal,,025.A0,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,10.0,"Slammete og sannsynligvis noe tett kulvert. Lite betongrør under bru. Veldig stillestående og slammete vann, ikke bra habitat nedstrøms ",bru,6.910508048825857,58.28678137944582,6.910242464275128,58.287062173388115
121,Risør ,Risør,"Sørfjorden-vestre, bekkefelt",018.23,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,25.0,"Denne er sannsynligvis helt ok. Litt stigning opp mot kulvert, men bør gå bra, hvis der e fisk her ",0,9.152086799330563,58.714758632419354,9.151865666533833,58.71454657196502
122,Kystveien ,Arendal,,019.1210,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,"Sannsynligvis vandringshinder lengre opp, fin bekk ned mot sjøen. ",0,8.8135144268467,58.472497537012046,8.81398186242183,58.472537185860375
123,Mandal Daleveien Årekjerrsbekken,Lindesnes,Mandalselva - Øyslebø til Mandal bekkefelt,022.A3Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,9.0,"Fint habitat nedstrøms, ikke vandringshinder. ",0,7.493601042735673,58.04562805764765,7.493476900538562,58.045634296554184
124,Høvåg ,Lillesand,"Bliksfjorden - Røynevardsfjorden, bekkefelt",020.32,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,3.0,"Fin kulvert, bekk kunne hatt noe gytegrus",0,8.236123681939894,58.140034868975086,8.235686557277909,58.14021413119605
125,Birkenes ,Birkenes,Tovdalselva Herefossfjorden - Flakksvatn bekkefelt,020.B2Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,40.0,Kommer nytt rør med 20-40 stigning inne i kulvert. Usikker på om dette er fiskehabitat uansett. Dette er mulig hinder ,0,8.270051730443031,58.34299135453559,8.270688981916786,58.34294890067618
127,Lagveien (bekk renner ned til Svinebutjern),Tvedestrand,,018.5Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,17.0,"Veldig mye slam og sediment i bekk, ingen vannføring. Mulig noe fisk kan passere ved veldig gode forhold, ellers hinder. ",0,9.091006431293058,58.65063222405462,9.09164040680054,58.650905860708264
128,Søgne ,Kristiansand,Hundsøyfjorden bekkefelt,022.221,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,100.0,Noe usikker på vandring på grunn av lengde og vannføring. Men bør gå fint ,0,7.739066821651837,58.07617806208472,7.737607134600159,58.076464039882595
129,Åloveien (bekk renner fra Ålotjønna ned til fjord),Kristiansand,Kumlefjorden bekkfelt,022.226,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,30.0,"Grei bekk nedstrøms. Denne vil nok ikke være hinder for anadrom fisk. Men kan være problematisk for ål, siden kulvert stikker litt ut over vannflate. ",0,7.6953207467479094,58.05293500363445,7.695367207287985,58.05302384541995
130,0,Lindesnes,Audna - Spilling til Melhusfossen bekkefelt,023.A121Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,Umulig å komme trygt ned til,0,7.39865017369786,58.140139729554015,7.398667859743713,58.13993612708159
131,Kristiansand ,Kristiansand,Trondstadvatnet bekkefelt,022.2B0,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Grei kulvert, fint habitat og mye fisk nedstrøms. Ikke hinder ",0,7.745313735155574,58.13905465152776,7.745248614939496,58.13897780969977
132,Mandal 13,Lindesnes,Mandalselva - Øyslebø til Mandal,022.A6,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,10.0,Mulig denne vil kunne vandres med høyere vannføring. Sannsynligvis delvis hinder ,0,7.512315483274693,58.08372401349889,7.511973167281254,58.08378992380479
133,Birkenes ,Birkenes,Topdalselva,020.A5,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,17.0,"Veldig slammete bekkeløp, med stillestående vann. Noe bratt på oppsiden Av kulvert. Plus at rør er litt lite, gjør at denne kategoriseres som mulig hinder",0,8.169467765373321,58.286957127599585,8.169182541335879,58.28717810204782
134,Lillesand ,Lillesand,,020.2210,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,25.0,"Ikke hinder, leder ut på jorde ",0,8.344674687670066,58.23250815874494,8.344278501014466,58.232469030369074
135,Lyngør ,Risør,,018.4,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,"Ikke egnet for vandring, lite plastrør. Ikke velegnet for vandring. Dårli habitat oppstrøms. ",0,9.161549018413897,58.691086620647404,9.161540502415168,58.690812070274795
136,Arendal ,Arendal,"Flostadøysund, bekkefelt",018.712,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,10.0,"Kulvert ikke hinder, men er ikke noe serlig bekk nedstrøms, veldig mye vegetasjon",0,8.951162051762601,58.55218840452822,8.951742898564333,58.5523102573924
137,Mandal ,Lindesnes,Eidsåna,022.AA1B,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Selve kulvert ikke hinder, men bekk nedstrøms ser begrenset ut. Ser dog noen rumpetroll. Usikker på vandring opp fra elv hit ",0,7.617094191686984,58.16404328028552,7.617180553053935,58.164186632484665
138,Mandal ,Kristiansand,Kumlefjorden bekkfelt,022.226,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,Usikker på om der kommer fisk til denne kulverten. Men den er ikke hinder. ,0,7.663819393235931,58.05119909345874,7.663784968121694,58.05131423637173
139,Kvernsbekken,Lindesnes,Audna - Melhusfossen til Kittelsbekken bekkefelt,023.A21,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,15.0,Dobbelt med rør,0,7.321456554466665,58.092936624257995,7.321687638444616,58.09296508283296
140,Grimstad ,Grimstad,"Bufjorden, bekkefelt",019.220,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Ikke hinder, kulvert ser ok ut. Greit med vann. ",0,8.494726590792572,58.27519049390094,8.494768765279296,58.275075890854986
141,Lyngør ,Risør,,018.4,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,10.0,Ikke fiskehabitat oppstrøms. Igjengrodd nedstrøms,0,9.2015075870404,58.687812461117886,9.201346010029974,58.68770227309745
142,Arendal ,Arendal,"Longumvatnet, bekkefelt",019.12Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,12.0,"Grei kulvert nedstrøms, og fint bekkeløp. Bekk er helt tør. Stålkulvert, som er noe ødelagt innvendig oppstrøms. Se bilder på punkt oppstrøms. ",0,8.74684350292269,58.487697840438834,8.746636601449977,58.48763828961418
143,Gjerstad ,Gjerstad,"Gjerstadvatnet, bekkefelt",018.2D,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,22.0,"Er noe høyde opp mot kulvert, men ikke så høyt at denne ikke burde kunne vandres ved litt høyere vannføring. Fint habitat nedstrøms. 2 betongkulverter på rundt 80cm invendig ",0,9.131814734085003,58.85739341519234,9.131814701949,58.85762669295875
144,Skoleveien (bekk fra Stemmetjønn til fjord),Arendal,"Flostadøysund, bekkefelt",018.712,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,10.0,"Finner ikke utløp, veldig mye vegetasjon, gravd ned? ",0,8.869431572300067,58.50062665284006,8.869220935755544,58.50078493243331
145,Vegårshei ,Vegårshei,Vegår bekkefelt,018.F,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,20.0,"Litt lite vann. Fint bekk ned til tjern, noe småfisk nedstrøms. ",0,8.881476718916153,58.81586606062901,8.881981883195644,58.815867960328184
146,0,Tvedestrand,Skjerka,018.BZ,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,Sikkert grei kulvert. Lav vannføring.,0,8.921428236686362,58.66082013258417,8.92137518623074,58.660680596385525
147,Vegårshei ,Vegårshei,"Ufsvatn, bekkefelt",019.C3,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,Tjern/myr nedstrøms. Ikke hinder ,0,8.701816376416373,58.7166584361535,8.70187604484053,58.716730764265314
148,Vegårshei ,Vegårshei,"Ufsvatn, bekkefelt",019.C3,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,"Tørt rett ved kulverter, ellers mye vann nedstrøms. Renner ikke vann gjennom kulvert. ",0,8.712379856257819,58.71531213580437,8.712226575759779,58.7152344035088
149,Langangsveien (sidebekk Langangselva),Tvedestrand,Langangselva bekkefelt,018.7AZ,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,16.0,Kulvert blokkert av stor stein og kvist. Helt klart hinder. Dette har gjort at siste betongelement er løsnet fra resten. Greit bekkeløp nedstrøms,0,8.90956358806549,58.55545373477709,8.909838957875488,58.555460008605024
150,Tvedestrand ,Tvedestrand,Langangselva bekkefelt,018.7AZ,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,16.0,"Noe høyde opp mot kulvert, og kan ikke se gjennom rør. Mulig hinder. Renner ikke vann igjennom. Stillestående vann nedstrøms.",0,8.905245771623552,58.55863217630987,8.905559768196134,58.558599356374906
151,Lyngør ,Risør,,018.4,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,30.0,"Plaststikkrenne, noe bregrenset habitat. Usikker på fisk, noe hinder",0,9.20021945320566,58.687993436376395,9.199381836016677,58.68787702026446
152,Lyngør ,Risør,,018.4,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,8.0,Grei kulvert ,0,9.130230468181615,58.68658031609687,9.130307054425723,58.68636755731897
153,Messelveien (sidebekk Nidelva),Froland,Nidelva Eivindstad - Messel bekkefelt,019.B31,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,20.0,"Tett nedstrøms, en kombinasjon av kvist, søppel og stein. Ved høy vannføring ville nok denne vært krevende og vandre gjennom på grunn av kum i tillegg. ",0,8.62342278675177,58.47943011256595,8.624199715072981,58.47942569000356
154,Mandal ,Lindesnes,,022.312,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,Kulvert ser ikke ut som hinder. Gjengrodd bekk nedstrøms. ,0,7.6305981570604535,58.02692590460846,7.630629971216818,58.0269955158809
155,Mandal ,Lindesnes,,022.32A,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,13.0,Sannsynligvis ikke hinder. Litt gjengrodd bekk nedstrøms og litt vann ,0,7.531772304114676,58.040392695633784,7.53159593543299,58.04040953547276
156,Mandal ,Lindesnes,,022.312,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,9.0,"Kulvert ok, ikke hinder. Veldig gjengrodd bekk nedstrøms ",0,7.626893065505868,58.03159024806485,7.626984531230878,58.03156328807242
157,Rykeneveien 407 (sidebekk for bekk som renner fra Temse til Nidelva),Grimstad,"Temse, bekkefelt",019.A23Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,40.0,"Betongelementer er løsnet fra hverandre i bunn. Lite vannføring. Usikker på om fisk kommer opp hit, hvis de gjør det, vil denne sannsynligvis være hinder ",0,8.646245116699376,58.39791911908143,8.645720501406386,58.39796273919577
158,Søm ,Lillesand,Kvåsefjorden - Kvarenesfjorden bekkefelt,020.4231,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,15.0,"Grei kulvert, sikkert ok for Aure fra tjern til tjern. Noe tør oppstrøms. Gammel kulvert ",0,8.163453780230478,58.15324587090186,8.163546607137919,58.15264676087466
159,Grimstad ,Grimstad,,020.11Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,60.0,"Ser grei ut nedstrøms, men er ikke noe vann. Usikker på grunn av lengde ",0,8.468968483562387,58.27810055587646,8.469419321160883,58.278503942277666
160,Mandal ,Lindesnes,,022.312,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,30.0,Mistenker at denne er hinder. Lite vannføring gjennom kulvert. Og substrat nedstrøms bærer preg av lav vannføring. ,0,7.6412038282874235,58.04369218801238,7.6418888354465215,58.043643998846804
161,Tvedestrand ,Tvedestrand,"Kråkvågbekken, inkl. bekkefelt",018.61Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,20.0,"Ok kulvert sannsynligvis, vannet er veldig stillestående og mye sediment og slam ",0,9.034983778961912,58.624159128033206,9.035198482832348,58.62435411360836
162,Leireveien (bekk renner ut mot Stølekilen),Kristiansand,Hundsøyfjorden bekkefelt,022.221,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,12.0,"Tenker vandringshinder siden det er mye mellomrom mellom betongelementer i kulvert, vil derfor lekke mye vann. Kulvert veldig tør ",0,7.753585971417851,58.075011672319164,7.753672631548995,58.07523683173513
163,Mandal ,Kristiansand,Kumlefjorden bekkfelt,022.226,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,16.0,God vannføring nå. Kulvert ikke hinder. Grei bekk nedstrøms. ,0,7.695716359971504,58.05384578237432,7.695731913166102,58.05415924180784
165,Ålefjær,Vennesla,Venneslafjorden bekkefelt,021.A4Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Lite vann, noe sedimenter i bunnen av kulvert. Ikke barriere. ",0,7.986191518814867,58.25889271421503,7.986399043220583,58.25883236419148
166,Ålefjær,Vennesla,Venneslafjorden bekkefelt,021.A4Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,15.0,Lite vann og veldig mye stigning vil gjøre veien opp mot røret vanskelig. Ikke mulighet for serlig hopping heller. Sannsynlig hinder mulig barriere ,0,7.98300725805101,58.25936669919785,7.98322563802211,58.2591078865252
167,Ålefjørveien (bekk renner ut i Hemningsvannet),Kristiansand,"Hemmingsvatnet, bekkefelt",021.122Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,17.0,"Det renner ikke vann gjennom rør, røret er tett oppstrøms inni. burde ryddes. mye søppel nedstrøms, ellers fin  kantvegetasjon. mye søppel nedstrøms. vandringsbarriere nå",Liten bekk,8.030508994005675,58.21274871594591,8.030784814004715,58.21280951795322
168,Stangenesveien (bekk mellom Stangenestjørna og Stølekilen),Kristiansand,Østergapet-ytre bekkefelt,020.4240,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,60.0,"Noe kvist nedstrøms, kort avstand til sjøen, litt lang, og rist foran. Rist er hinder ",0,8.133715809900265,58.119725979559625,8.134605134640008,58.119678313151915
169,Mandal ,Lindesnes,Mandalselva - Øyslebø til Mandal bekkefelt,022.A3Z,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,20.0,Kulvert noe høyt over vannflate. Død fisk i vannet? Denne vil være hinder for ål. Noe anadrom fisk kan nok passere ,0,7.520490718852117,58.11142706860016,7.520284978406475,58.111428121032326
170,Mandal ,Lindesnes,Mandalselva - Laudal til Øyslebø bekkefelt,022.B1Z,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,10.0,"Grei kulvert, vandring fra innsjø til innsjø. ",0,7.453182948858924,58.23971228889951,7.453355811000756,58.23978517817706
171,Mandal ,Kristiansand,,022.226,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,10.0,Usikker på denne. Bekk burde nok også vært rensket. ,0,7.6612364421386046,58.04319143643856,7.660848175365507,58.04322166873708
172,Tvedestrand ,Arendal,Bekk til Strengereidvannet,018.712,Partiell,Partiell,#fdae61,Delvis vandringshinder (partiell),,,10.0,"Usikker på hinder, siden man ikke ser gjennom kulvert. Mistenker at denne er delvis fylt med sand og jord på grunn av vannhastighet. Og siden den ligger så dypt. Fin bekk nedstrøms, men noe kvist i bekk. ",0,8.89684309541206,58.53768238895748,8.897003808688726,58.53782993698207
173,Dypvågveien (bekk mellom Størdalstjennog Krogvågkilen),Tvedestrand,"Kråkvågbekken, inkl. bekkefelt",018.61Z,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,50.0,"Innløp oppstrøms muligens hinder, ble ikke funnet. Kulp som hjelper hopping opp kulvert. Noe usikker på hvor grei kulvert er invendig med tanke på hvordan den ligger. Men bør være ok for anadrom fisk, barriere for ål ",0,9.032354260675932,58.62328531029381,9.033052485804017,58.62326584125049
174,Birkenes ,Birkenes,,020.A7,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,17.0,"Helt stillestående vann, men andemat? På toppen. Vannkvaliteten ser dårlig ut. Kulverter sannnsynligvis fine. ",0,8.242533102134125,58.32489568559747,8.242489863090116,58.32466781814883
175,Mandal ,Lindesnes,,022.322,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,14.0,"Sølete vann, men kulvert ser ikke ut som hinder ",0,7.505401879363638,57.99411524636856,7.5055216168872345,57.9942428698772
176,Mandal ,Lindesnes,,022.322,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,12.0,Kulvert ser ok ut nedstrøms. Står noe fisk nedenfor kulvert. ,0,7.582341252776178,58.008818602310484,7.582488814139422,58.00892778465588
177,Marnarveien,,Mandalselva - Øyslebø til Mandal,022.A6,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,3.0,"Vannet renner under steiner som er rast nedi, denne vil være hinder og bør ryddes ut ",0,7.517665339282005,58.07386364930315,7.517693682732794,58.073810205240626
178,Dypvågveien (bekk ut i fjord),,Østeråbekken,018.62AZ,Absolutt,Absolutt,#d7191c,Totalt vandringshinder (absolutt),,,15.0,"Denne er vandringshinder, flere meter uten vann opp mot kulvert. Tenker denne er barriere for all oppstrøms vandring ",0,9.019554522693054,58.619161751212204,9.019075579821342,58.619111016586594
179,Mandal ,Lindesnes,,022.A12,Ikke hinder,Ikke hinder,#1a9641,Ikke et vandringshinder,,,22.0,Skjønner ikke hvilken vei vannet går her ,0,7.535192707905344,58.06779542822172,7.53496088656655,58.06762776668862
